CASE NO,alt_kft,Re_L,M_inf,alpha_deg,beta_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
938,2.58,143900000.0,0.2681,-3.557,0.0,135.3,79.66,405.4,1000.0,777.2,191.4,81.71,49.71,48.2,27.8
939,18.09,443000000.0,0.3954,19.22,0.0,135.3,79.66,405.4,1000.0,777.2,191.4,81.71,49.71,48.2,27.8
940,35.41,136400000.0,0.2859,10.51,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
941,5.392,308000000.0,0.2009,19.64,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
942,14.09,449800000.0,0.2365,9.257,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
943,18.24,374800000.0,0.3837,4.256,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
944,38.3,464600000.0,0.1093,-3.708,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
945,30.24,87960000.0,0.3569,5.693,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
946,1.849,153000000.0,0.1536,15.83,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
947,22.89,285500000.0,0.4875,2.55,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
948,25.48,13960000.0,0.07621,-1.11,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
949,10.28,234100000.0,0.4373,13.25,0.0,162.5,93.81,470.6,1000.0,771.8,256.2,78.81,55.42,49.14,28.9
950,26.32,117400000.0,0.1138,1.158,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
951,9.368,400700000.0,0.4753,17.55,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
952,16.8,329700000.0,0.2198,-3.981,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
953,35.58,226200000.0,0.3511,19.39,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
954,37.52,175500000.0,0.07846,8.216,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
955,21.39,473300000.0,0.3772,14.17,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
956,31.93,27330000.0,0.1811,-1.585,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
957,0.9402,74600000.0,0.25,4.835,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
958,15.9,376100000.0,0.3094,11.91,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
959,6.107,297400000.0,0.4219,7.152,0.0,112.4,165.0,652.6,1000.0,597.4,269.5,77.76,50.2,49.29,36.35
960,5.061,265700000.0,0.08866,15.67,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
961,22.19,168200000.0,0.3219,6.847,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
962,18.52,235100000.0,0.4527,-2.507,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
963,13.49,28940000.0,0.1017,10.08,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
964,10.35,142600000.0,0.3795,0.7413,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
965,32.73,97130000.0,0.4989,2.784,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
966,0.7219,467200000.0,0.1424,12.6,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
967,39.76,301500000.0,0.2081,19.06,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
968,30.46,400500000.0,0.2396,15.06,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
969,27.98,370200000.0,0.2944,3.72,0.0,197.4,64.06,259.2,1000.0,661.1,272.7,80.64,59.92,51.56,35.24
970,34.14,445500000.0,0.1341,3.566,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
971,14.33,343100000.0,0.07538,18.09,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
972,27.44,40690000.0,0.4712,16.02,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
973,19.5,383500000.0,0.1799,14.14,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
974,4.898,489600000.0,0.4003,-1.167,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
975,8.046,237600000.0,0.3557,12.64,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
976,29.64,57850000.0,0.4255,1.959,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
977,39.72,263300000.0,0.3124,-3.659,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
978,0.5432,121500000.0,0.2013,10.0,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
979,20.81,158500000.0,0.2452,7.608,0.0,180.9,66.67,275.8,1000.0,579.7,244.2,61.61,42.68,55.21,24.67
980,35.99,94170000.0,0.2747,13.14,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
981,15.11,431600000.0,0.1884,-1.512,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
982,1.638,306600000.0,0.08857,16.28,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
983,17.72,398100000.0,0.3297,11.26,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
984,7.062,29570000.0,0.3699,18.83,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
985,25.12,455300000.0,0.3023,-2.369,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
986,8.351,107800000.0,0.1704,3.003,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
987,36.94,297500000.0,0.1116,9.415,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
988,22.72,159900000.0,0.4426,6.78,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
989,29.24,202800000.0,0.4636,5.528,0.0,145.4,83.18,661.8,1000.0,709.3,218.7,79.03,43.9,47.96,38.97
990,5.351,53840000.0,0.3509,13.37,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
991,19.75,143100000.0,0.2855,4.336,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
992,21.16,261300000.0,0.2608,9.039,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
993,37.23,331000000.0,0.1398,-0.6677,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
994,35.14,161700000.0,0.2269,12.49,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
995,1.973,430500000.0,0.06789,17.93,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
996,11.85,43090000.0,0.4054,7.142,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
997,12.04,382900000.0,0.1545,-3.093,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
998,28.8,240600000.0,0.4945,17.56,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
999,27.3,494800000.0,0.412,3.108,0.0,107.2,167.2,460.0,1000.0,742.0,188.8,80.85,52.72,45.56,32.12
